cast_vote_record,precinct,ballot_style,governor_lt_governor,comptroller,attorney_general,u_s_senator,representative_in_congress_6
208194,021-001,021-001,DEM,DEM,DEM,DEM,DEM
208195,007-003,007-003,DEM,REP,DEM,DEM,DEM
208196,002-004,002-004,DEM,REP,REP,DEM,DEM
208198,009-007,009-007,REP,REP,REP,REP,REP
208200,014-001,014-001,DEM,DEM,DEM,DEM,DEM
208201,009-002,009-002,REP,REP,REP,REP,REP
208202,025-001,025-001,DEM,DEM,DEM,DEM,DEM
208206,024-005,024-005,REP,REP,REP,REP,REP
208210,018-001,018-001,undervote,undervote,undervote,REP,undervote
208211,002-004,002-004,DEM,DEM,DEM,DEM,DEM
208212,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208215,026-002,026-002,DEM,REP,REP,REP,REP
208216,009-005,009-005,REP,REP,REP,REP,REP
208219,005-002,005-002,REP,REP,REP,REP,REP
208221,009-009,009-009,DEM,REP,DEM,REP,REP
208224,002-005,002-005,LIB,DEM,DEM,DEM,DEM
208225,013-001,013-001,REP,REP,REP,REP,REP
208229,021-007,021-007,DEM,DEM,DEM,DEM,DEM
208232,009-001,009-001,DEM,REP,DEM,DEM,DEM
208235,006-001,006-001,DEM,DEM,DEM,DEM,DEM
208237,013-001,013-001,DEM,DEM,DEM,DEM,DEM
208238,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208240,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208242,015-002,015-002,DEM,undervote,DEM,DEM,DEM
208244,001-002,001-002,DEM,DEM,DEM,DEM,DEM
208245,009-008,009-008,DEM,DEM,DEM,DEM,DEM
208246,005-001,005-001,REP,DEM,DEM,DEM,undervote
208251,007-003,007-003,DEM,DEM,DEM,DEM,DEM
208252,002-011,002-011,DEM,DEM,DEM,DEM,DEM
208254,002-014,002-014,DEM,DEM,DEM,DEM,DEM
208256,001-003,001-003,REP,REP,REP,REP,REP
208260,025-001,025-001,DEM,DEM,DEM,DEM,DEM
208262,003-001,003-001,REP,REP,REP,REP,REP
208264,002-017,002-017,DEM,DEM,DEM,DEM,DEM
208266,005-001,005-001,REP,REP,REP,REP,REP
208269,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208271,007-004,007-004,DEM,DEM,DEM,DEM,DEM
208272,003-003,003-003,DEM,DEM,DEM,DEM,DEM
208276,009-001,009-001,DEM,DEM,DEM,DEM,DEM
208278,009-004,009-004,REP,REP,REP,REP,REP
208279,002-016,002-016,DEM,DEM,DEM,DEM,DEM
208280,005-001,005-001,DEM,DEM,DEM,DEM,DEM
208281,007-002,007-002,DEM,DEM,DEM,DEM,DEM
208282,007-002,007-002,DEM,REP,REP,DEM,DEM
208285,015-002,015-002,DEM,DEM,DEM,DEM,DEM
208286,026-001,026-001,DEM,DEM,DEM,DEM,DEM
208294,017-001,017-001,DEM,DEM,DEM,DEM,DEM
208295,002-007,002-007,DEM,DEM,DEM,DEM,DEM
208297,021-003,021-003,DEM,DEM,DEM,DEM,DEM
208298,007-001,007-001,DEM,DEM,DEM,DEM,DEM
208299,014-002,014-002,REP,REP,REP,REP,REP
208300,018-002,018-002,DEM,DEM,DEM,DEM,DEM
208301,002-004,002-004,DEM,DEM,DEM,DEM,DEM
208304,009-009,009-009,REP,REP,REP,REP,REP
208305,007-004,007-004,GRE,DEM,DEM,DEM,DEM
208306,005-001,005-001,DEM,DEM,DEM,DEM,DEM
208309,005-002,005-002,DEM,DEM,DEM,DEM,DEM
208310,007-001,007-001,DEM,DEM,DEM,DEM,DEM
208311,002-015,002-015,REP,REP,REP,REP,REP
208312,018-002,018-002,DEM,DEM,DEM,DEM,DEM
208318,010-001,010-001,DEM,undervote,undervote,DEM,DEM
208320,009-001,009-001,DEM,DEM,DEM,DEM,DEM
208321,002-017,002-017,DEM,DEM,DEM,DEM,DEM
208325,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208326,021-003,021-003,DEM,DEM,DEM,DEM,DEM
208328,007-002,007-002,REP,REP,REP,REP,REP
208329,009-007,009-007,DEM,DEM,DEM,DEM,DEM
208331,007-001,007-001,DEM,DEM,DEM,DEM,undervote
208332,015-001,015-001,undervote,REP,REP,REP,REP
208333,007-007,007-007,DEM,DEM,DEM,DEM,DEM
208334,005-002,005-002,DEM,DEM,DEM,DEM,DEM
208335,005-001,005-001,REP,REP,REP,REP,REP
208338,007-002,007-002,GRE,DEM,DEM,DEM,DEM
208339,019-001,019-001,DEM,DEM,DEM,DEM,DEM
208340,019-001,019-001,REP,REP,DEM,REP,REP
208341,007-002,007-002,DEM,DEM,DEM,DEM,DEM
208349,002-001,002-001,REP,REP,REP,REP,REP
208352,021-004,021-004,DEM,DEM,DEM,DEM,DEM
208355,007-001,007-001,DEM,DEM,DEM,DEM,DEM
208357,001-003,001-003,DEM,DEM,DEM,DEM,DEM
208360,002-003,002-003,REP,REP,REP,REP,REP
208362,008-001,008-001,LIB,REP,REP,REP,REP
208364,007-007,007-007,REP,REP,REP,REP,REP
208369,002-004,002-004,DEM,DEM,DEM,DEM,overvote
208370,026-001,026-001,DEM,DEM,DEM,DEM,DEM
208372,009-006,009-006,DEM,DEM,DEM,DEM,DEM
208373,002-003,002-003,DEM,DEM,DEM,DEM,DEM
208374,001-001,001-001,DEM,DEM,DEM,DEM,undervote
208376,003-002,003-002,DEM,DEM,DEM,DEM,DEM
208377,002-006,002-006,DEM,DEM,DEM,DEM,DEM
208381,004-001,004-001,REP,REP,REP,REP,REP
208384,015-002,015-002,LIB,REP,REP,REP,undervote
208388,026-002,026-002,REP,REP,REP,REP,REP
208391,013-001,013-001,DEM,REP,DEM,DEM,DEM
208392,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208393,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208396,021-004,021-004,REP,DEM,REP,REP,REP
208398,018-002,018-002,REP,REP,REP,REP,REP
208400,011-001,011-001,DEM,DEM,DEM,DEM,DEM
208402,021-001,021-001,REP,REP,REP,REP,REP
208408,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208409,009-002,009-002,DEM,DEM,DEM,DEM,DEM
208410,020-001,020-001,REP,REP,REP,REP,REP
208414,006-001,006-001,REP,undervote,REP,REP,REP
208416,015-002,015-002,DEM,undervote,REP,DEM,DEM
208422,003-002,003-002,REP,REP,REP,REP,REP
208425,009-007,009-007,DEM,DEM,DEM,DEM,DEM
208427,007-002,007-002,DEM,DEM,DEM,DEM,DEM
208428,020-001,020-001,DEM,DEM,DEM,DEM,DEM
208429,003-002,003-002,DEM,DEM,DEM,DEM,DEM
208430,023-001,023-001,DEM,DEM,DEM,DEM,DEM
208431,021-003,021-003,DEM,DEM,DEM,DEM,DEM
208432,001-001,001-001,DEM,DEM,DEM,DEM,undervote
208433,007-007,007-007,DEM,DEM,DEM,DEM,DEM
208434,009-002,009-002,REP,REP,REP,REP,REP
208438,002-008,002-008,DEM,DEM,DEM,DEM,DEM
208440,021-007,021-007,DEM,DEM,DEM,DEM,DEM
208441,005-001,005-001,REP,REP,REP,REP,undervote
208443,002-004,002-004,DEM,DEM,DEM,DEM,DEM
208445,002-005,002-005,DEM,DEM,DEM,DEM,DEM
208447,007-004,007-004,DEM,DEM,DEM,DEM,DEM
208448,002-011,002-011,DEM,REP,DEM,DEM,DEM
208449,007-007,007-007,DEM,DEM,DEM,DEM,DEM
208451,007-007,007-007,LIB,REP,DEM,DEM,DEM
208452,002-005,002-005,DEM,DEM,DEM,DEM,DEM
208453,021-007,021-007,REP,REP,REP,REP,REP
208457,007-001,007-001,DEM,DEM,DEM,DEM,DEM
208459,007-004,007-004,DEM,DEM,DEM,DEM,DEM
208460,012-001,012-001,DEM,DEM,DEM,DEM,DEM
208462,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208464,002-017,002-017,DEM,DEM,DEM,DEM,DEM
208466,016-001,016-001,REP,REP,REP,REP,REP
208471,007-002,007-002,REP,REP,REP,REP,REP
208478,018-002,018-002,DEM,DEM,DEM,DEM,DEM
208479,007-003,007-003,REP,REP,REP,REP,REP
208483,007-002,007-002,DEM,DEM,DEM,DEM,DEM
208485,018-001,018-001,DEM,DEM,DEM,DEM,DEM
208486,007-002,007-002,DEM,DEM,DEM,DEM,DEM
208489,009-007,009-007,REP,REP,REP,REP,REP
208491,002-004,002-004,DEM,DEM,DEM,DEM,DEM
208492,002-003,002-003,REP,REP,REP,REP,REP
208493,007-001,007-001,DEM,DEM,DEM,DEM,DEM
208495,002-005,002-005,REP,REP,REP,REP,REP
208497,007-003,007-003,DEM,DEM,DEM,DEM,DEM
208498,002-011,002-011,REP,REP,REP,REP,REP
208500,007-003,007-003,DEM,DEM,DEM,DEM,REP
208502,026-001,026-001,DEM,DEM,DEM,DEM,DEM
208504,003-003,003-003,REP,REP,REP,REP,REP
208512,018-002,018-002,DEM,DEM,DEM,DEM,DEM
208513,002-015,002-015,DEM,DEM,DEM,DEM,DEM
208517,002-015,002-015,REP,REP,REP,REP,REP
208519,021-001,021-001,DEM,DEM,DEM,DEM,DEM
208520,018-001,018-001,DEM,DEM,DEM,DEM,DEM
208521,007-002,007-002,REP,REP,REP,REP,REP
208524,002-018,002-018,DEM,DEM,DEM,DEM,DEM
208526,024-003,024-003,DEM,DEM,DEM,DEM,DEM
208528,021-004,021-004,DEM,DEM,DEM,DEM,DEM
208532,017-001,017-001,REP,REP,REP,REP,REP
208535,002-005,002-005,DEM,DEM,DEM,DEM,DEM
208536,002-010,002-010,DEM,DEM,DEM,DEM,DEM
208537,003-002,003-002,WCP,DEM,DEM,DEM,DEM
208538,007-001,007-001,DEM,DEM,DEM,DEM,DEM
208539,007-003,007-003,DEM,DEM,DEM,DEM,DEM
208542,011-001,011-001,DEM,DEM,DEM,DEM,DEM
208543,024-001,024-001,DEM,DEM,DEM,DEM,DEM
208544,009-007,009-007,DEM,DEM,DEM,DEM,DEM
208546,002-011,002-011,DEM,DEM,DEM,DEM,DEM
208548,005-002,005-002,REP,REP,REP,REP,REP
208550,007-001,007-001,DEM,DEM,DEM,DEM,DEM
208551,013-001,013-001,DEM,DEM,DEM,DEM,DEM
208552,007-001,007-001,REP,REP,REP,REP,REP
208553,002-010,002-010,DEM,DEM,DEM,DEM,DEM
208554,016-001,016-001,REP,REP,REP,REP,REP
208555,003-003,003-003,DEM,DEM,DEM,DEM,DEM
208556,021-004,021-004,DEM,DEM,DEM,DEM,DEM
208557,015-002,015-002,DEM,DEM,DEM,DEM,DEM
208559,009-009,009-009,DEM,DEM,DEM,DEM,DEM
208561,009-002,009-002,REP,REP,REP,REP,REP
208563,003-003,003-003,REP,REP,REP,REP,REP
208564,005-001,005-001,REP,REP,REP,REP,REP
208566,002-011,002-011,DEM,DEM,DEM,DEM,DEM
208569,017-001,017-001,REP,REP,DEM,REP,REP
208572,002-003,002-003,DEM,DEM,DEM,DEM,DEM
208573,007-002,007-002,DEM,DEM,DEM,DEM,DEM
208575,021-004,021-004,DEM,REP,DEM,DEM,DEM
208577,007-002,007-002,DEM,DEM,DEM,DEM,DEM
208580,021-004,021-004,REP,REP,REP,REP,REP
208582,002-014,002-014,DEM,REP,DEM,DEM,DEM
208583,013-001,013-001,DEM,REP,DEM,DEM,DEM
208584,021-004,021-004,DEM,REP,DEM,DEM,DEM
208585,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208586,002-015,002-015,DEM,undervote,DEM,DEM,DEM
208588,007-004,007-004,DEM,DEM,DEM,DEM,DEM
208589,026-001,026-001,REP,REP,REP,REP,DEM
208593,019-001,019-001,DEM,DEM,REP,REP,REP
208594,021-002,021-002,LIB,REP,DEM,DEM,DEM
208595,002-015,002-015,DEM,REP,DEM,DEM,DEM
208596,002-016,002-016,DEM,DEM,DEM,DEM,DEM
208601,024-002,024-002,REP,REP,REP,REP,REP
208602,007-007,007-007,DEM,REP,DEM,REP,DEM
208603,018-001,018-001,REP,REP,REP,REP,REP
208604,012-001,012-001,LIB,undervote,REP,REP,REP
208606,007-003,007-003,DEM,DEM,DEM,DEM,DEM
208608,022-001,022-001,REP,REP,REP,REP,REP
208612,007-001,007-001,DEM,DEM,DEM,DEM,DEM
208613,001-002,001-002,REP,REP,REP,REP,REP
208614,002-018,002-018,REP,REP,REP,REP,REP
208616,016-001,016-001,undervote,undervote,undervote,undervote,undervote
208617,013-001,013-001,DEM,REP,DEM,DEM,DEM
208619,021-004,021-004,LIB,REP,undervote,REP,REP
208622,002-015,002-015,DEM,DEM,DEM,DEM,DEM
208623,012-001,012-001,REP,REP,REP,REP,REP
208626,002-015,002-015,DEM,DEM,DEM,DEM,DEM
208627,007-002,007-002,DEM,DEM,DEM,DEM,DEM
208629,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208631,002-006,002-006,DEM,DEM,DEM,DEM,DEM
208633,018-001,018-001,DEM,DEM,DEM,DEM,DEM
208638,021-004,021-004,DEM,DEM,DEM,DEM,DEM
208641,007-004,007-004,DEM,DEM,DEM,DEM,DEM
208643,007-001,007-001,REP,REP,REP,REP,REP
208647,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208650,003-001,003-001,REP,REP,REP,REP,REP
208653,021-004,021-004,DEM,DEM,DEM,DEM,DEM
208655,017-001,017-001,REP,REP,REP,REP,REP
208659,005-001,005-001,REP,REP,REP,REP,undervote
208662,024-001,024-001,DEM,DEM,DEM,DEM,DEM
208663,007-007,007-007,DEM,DEM,DEM,DEM,DEM
208664,007-004,007-004,REP,REP,REP,REP,REP
208665,023-001,023-001,DEM,REP,DEM,REP,DEM
208666,002-014,002-014,DEM,DEM,DEM,DEM,DEM
208667,002-002,002-002,REP,undervote,REP,REP,REP
208669,008-001,008-001,REP,REP,REP,REP,REP
208670,002-016,002-016,DEM,DEM,DEM,DEM,undervote
208673,007-001,007-001,DEM,DEM,DEM,DEM,DEM
208674,007-004,007-004,DEM,DEM,DEM,DEM,undervote
208675,015-001,015-001,DEM,DEM,DEM,DEM,DEM
208678,017-001,017-001,REP,REP,REP,REP,REP
208680,021-002,021-002,REP,REP,REP,REP,REP
208681,007-003,007-003,DEM,DEM,DEM,DEM,DEM
208682,007-002,007-002,DEM,DEM,DEM,DEM,DEM
208685,025-001,025-001,REP,REP,REP,REP,REP
208687,020-001,020-001,DEM,DEM,DEM,DEM,DEM
208688,023-005,023-005,REP,REP,REP,REP,REP
208692,022-001,022-001,undervote,undervote,undervote,DEM,DEM
208696,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208697,005-001,005-001,REP,REP,REP,REP,REP
208698,009-005,009-005,DEM,DEM,DEM,DEM,DEM
208701,002-007,002-007,REP,REP,REP,REP,REP
208703,009-007,009-007,DEM,REP,DEM,DEM,DEM
208706,021-002,021-002,DEM,DEM,DEM,DEM,DEM
208709,003-001,003-001,undervote,undervote,undervote,undervote,undervote
208710,018-003,018-003,REP,REP,REP,REP,REP
208711,026-001,026-001,DEM,DEM,DEM,DEM,DEM
208712,009-009,009-009,DEM,DEM,DEM,DEM,DEM
208717,008-001,008-001,DEM,DEM,DEM,DEM,DEM
208720,021-004,021-004,DEM,DEM,DEM,DEM,DEM
208722,014-001,014-001,DEM,DEM,DEM,DEM,DEM
208724,002-005,002-005,DEM,DEM,DEM,DEM,DEM
208725,009-006,009-006,REP,REP,REP,REP,REP
208729,021-003,021-003,REP,REP,REP,REP,REP
208731,003-001,003-001,NA,DEM,DEM,DEM,DEM
208732,002-013,002-013,DEM,DEM,DEM,DEM,DEM
208734,020-001,020-001,DEM,DEM,DEM,DEM,DEM
208735,002-010,002-010,DEM,DEM,undervote,REP,DEM
208737,009-009,009-009,DEM,DEM,DEM,DEM,DEM
208741,003-001,003-001,DEM,DEM,REP,DEM,DEM
208747,003-001,003-001,REP,REP,REP,REP,REP
208748,002-011,002-011,WCP,DEM,DEM,DEM,DEM
208750,002-014,002-014,DEM,DEM,DEM,DEM,REP
208751,018-002,018-002,DEM,DEM,DEM,DEM,DEM
208754,026-001,026-001,DEM,DEM,DEM,DEM,DEM
208755,002-006,002-006,DEM,DEM,DEM,DEM,DEM
208760,002-005,002-005,DEM,DEM,DEM,DEM,DEM
208761,009-007,009-007,DEM,REP,DEM,DEM,DEM
208763,002-005,002-005,DEM,REP,REP,REP,REP
208766,018-003,018-003,DEM,DEM,DEM,DEM,DEM
208767,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208768,002-001,002-001,REP,REP,REP,REP,REP
208769,002-014,002-014,DEM,DEM,DEM,DEM,DEM
208770,009-008,009-008,REP,DEM,DEM,DEM,DEM
208773,024-002,024-002,DEM,DEM,DEM,DEM,DEM
208777,021-003,021-003,NA,DEM,DEM,DEM,DEM
208781,021-001,021-001,DEM,DEM,DEM,DEM,DEM
208782,004-001,004-001,REP,REP,REP,DEM,REP
208783,021-004,021-004,DEM,DEM,DEM,DEM,DEM
208785,002-003,002-003,REP,REP,REP,REP,REP
208786,002-011,002-011,DEM,DEM,DEM,DEM,DEM
208788,009-002,009-002,DEM,DEM,DEM,DEM,DEM
208793,007-003,007-003,DEM,REP,DEM,DEM,DEM
208795,002-007,002-007,DEM,DEM,DEM,DEM,DEM
208796,023-001,023-001,DEM,DEM,DEM,DEM,DEM
208799,023-001,023-001,DEM,DEM,DEM,DEM,DEM
208801,021-004,021-004,REP,REP,REP,REP,REP
208803,016-001,016-001,REP,REP,undervote,undervote,DEM
208804,006-001,006-001,DEM,DEM,DEM,DEM,DEM
208805,018-002,018-002,REP,REP,REP,REP,REP
208806,021-004,021-004,DEM,DEM,DEM,DEM,DEM
208809,007-007,007-007,DEM,DEM,DEM,DEM,DEM
208811,002-010,002-010,DEM,DEM,DEM,DEM,DEM
208813,003-003,003-003,DEM,DEM,DEM,DEM,DEM
208817,021-004,021-004,DEM,DEM,DEM,DEM,DEM
208819,014-002,014-002,REP,REP,REP,REP,REP
208820,006-001,006-001,DEM,DEM,DEM,REP,DEM
208821,014-002,014-002,DEM,DEM,DEM,DEM,DEM
208824,026-001,026-001,DEM,DEM,DEM,DEM,DEM
208829,002-011,002-011,DEM,DEM,DEM,DEM,DEM
208831,021-004,021-004,DEM,DEM,DEM,DEM,DEM
208832,002-001,002-001,DEM,DEM,DEM,DEM,DEM
208841,007-007,007-007,REP,REP,REP,REP,REP
208845,002-010,002-010,REP,REP,REP,REP,REP
208848,025-001,025-001,DEM,REP,DEM,DEM,DEM
208849,021-004,021-004,DEM,REP,REP,DEM,DEM
208850,003-001,003-001,REP,REP,REP,REP,REP
208851,014-002,014-002,DEM,DEM,DEM,DEM,DEM
208852,018-002,018-002,DEM,DEM,DEM,DEM,REP
208853,013-001,013-001,REP,REP,REP,REP,REP
208855,009-001,009-001,DEM,REP,DEM,DEM,DEM
208858,024-005,024-005,DEM,DEM,DEM,DEM,undervote
208860,019-001,019-001,DEM,DEM,DEM,DEM,DEM
208866,003-002,003-002,DEM,DEM,DEM,DEM,DEM
208867,002-015,002-015,REP,REP,REP,REP,REP
208868,005-001,005-001,DEM,DEM,DEM,DEM,undervote
208869,013-001,013-001,REP,REP,REP,REP,REP
208870,013-001,013-001,DEM,DEM,DEM,DEM,REP
208873,001-003,001-003,REP,REP,REP,REP,REP
208876,015-002,015-002,DEM,DEM,DEM,DEM,DEM
208878,005-001,005-001,REP,REP,REP,REP,REP
208882,020-001,020-001,DEM,DEM,DEM,DEM,DEM
208883,009-005,009-005,REP,REP,REP,REP,undervote
208884,002-013,002-013,DEM,DEM,DEM,DEM,DEM
208886,002-006,002-006,REP,REP,REP,REP,REP
208888,007-002,007-002,REP,REP,REP,REP,REP
208890,007-002,007-002,DEM,DEM,DEM,DEM,DEM
208891,002-015,002-015,WCP,DEM,DEM,DEM,DEM
208893,009-003,009-003,DEM,DEM,DEM,DEM,DEM
208895,005-002,005-002,REP,REP,REP,REP,REP
208897,002-015,002-015,REP,REP,REP,REP,REP
208898,013-003,013-003,REP,REP,REP,REP,undervote
208902,002-006,002-006,DEM,DEM,DEM,DEM,DEM
208904,002-001,002-001,DEM,undervote,DEM,DEM,DEM
208907,002-003,002-003,REP,REP,REP,REP,REP
208908,025-001,025-001,DEM,DEM,DEM,DEM,DEM
208909,018-002,018-002,DEM,REP,REP,REP,REP
208912,018-002,018-002,DEM,DEM,DEM,DEM,DEM
208915,023-005,023-005,DEM,DEM,DEM,DEM,DEM
208916,012-001,012-001,DEM,DEM,DEM,DEM,DEM
208917,018-002,018-002,DEM,DEM,REP,DEM,DEM
208918,009-001,009-001,DEM,DEM,DEM,DEM,DEM
208919,018-003,018-003,REP,REP,REP,REP,REP
208920,002-003,002-003,DEM,DEM,DEM,DEM,DEM
208921,018-002,018-002,DEM,DEM,REP,DEM,DEM
208923,024-003,024-003,DEM,DEM,DEM,DEM,DEM
208926,021-003,021-003,REP,REP,REP,REP,REP
208927,002-006,002-006,DEM,DEM,DEM,DEM,DEM
208929,007-002,007-002,DEM,DEM,DEM,DEM,DEM
208932,024-003,024-003,DEM,DEM,DEM,DEM,DEM
208933,006-001,006-001,DEM,REP,DEM,DEM,REP
208937,021-002,021-002,DEM,DEM,DEM,DEM,DEM
208939,007-003,007-003,REP,REP,REP,REP,REP
208945,009-009,009-009,DEM,DEM,undervote,DEM,DEM
208947,018-001,018-001,REP,REP,REP,REP,REP
208949,011-001,011-001,REP,REP,REP,REP,REP
208952,009-003,009-003,DEM,DEM,DEM,DEM,DEM
208953,013-001,013-001,DEM,DEM,DEM,DEM,DEM
208955,005-002,005-002,REP,REP,REP,REP,REP
208959,002-013,002-013,DEM,DEM,DEM,DEM,DEM
208961,002-005,002-005,undervote,undervote,undervote,DEM,DEM
208962,009-007,009-007,REP,REP,REP,REP,REP
208963,015-002,015-002,DEM,DEM,DEM,DEM,DEM
208966,003-002,003-002,DEM,DEM,DEM,DEM,DEM
208969,002-015,002-015,WCP,DEM,REP,DEM,DEM
208971,007-002,007-002,DEM,DEM,DEM,DEM,DEM
208972,002-011,002-011,DEM,DEM,DEM,DEM,DEM
208973,021-001,021-001,REP,REP,REP,REP,REP
208975,002-010,002-010,DEM,undervote,undervote,DEM,undervote
208976,002-016,002-016,REP,REP,REP,REP,REP
208977,023-001,023-001,REP,REP,undervote,REP,REP
208978,021-007,021-007,DEM,DEM,DEM,DEM,DEM
208981,019-001,019-001,REP,REP,DEM,REP,REP
208982,021-004,021-004,DEM,DEM,DEM,DEM,DEM
208987,007-001,007-001,DEM,DEM,DEM,DEM,DEM
208989,009-007,009-007,REP,REP,REP,REP,REP
208991,018-002,018-002,REP,REP,REP,REP,REP
208992,009-009,009-009,DEM,DEM,DEM,DEM,DEM
208997,016-001,016-001,REP,DEM,DEM,DEM,DEM
208999,023-005,023-005,DEM,DEM,DEM,DEM,DEM
209000,006-001,006-001,DEM,DEM,DEM,DEM,DEM
209001,002-015,002-015,undervote,undervote,undervote,undervote,undervote
209003,007-001,007-001,DEM,undervote,DEM,DEM,DEM
209005,026-002,026-002,DEM,DEM,DEM,DEM,DEM
209006,022-001,022-001,DEM,DEM,DEM,DEM,DEM
209007,021-001,021-001,DEM,DEM,DEM,DEM,DEM
209009,002-013,002-013,DEM,DEM,DEM,DEM,DEM
209010,007-004,007-004,REP,REP,REP,REP,undervote
209013,023-005,023-005,DEM,DEM,DEM,DEM,DEM
209016,007-001,007-001,DEM,DEM,DEM,DEM,DEM
209018,009-006,009-006,DEM,undervote,DEM,DEM,undervote
209020,013-003,013-003,DEM,DEM,DEM,DEM,DEM
209022,009-009,009-009,DEM,DEM,DEM,DEM,DEM
209028,021-004,021-004,DEM,DEM,DEM,DEM,DEM
209030,007-002,007-002,DEM,DEM,DEM,DEM,DEM
209032,001-002,001-002,REP,REP,REP,REP,REP
209033,002-011,002-011,DEM,DEM,DEM,DEM,DEM
209034,002-015,002-015,DEM,DEM,DEM,DEM,DEM
209035,002-016,002-016,DEM,DEM,DEM,DEM,DEM
209037,007-004,007-004,DEM,DEM,DEM,DEM,DEM
209038,004-001,004-001,REP,REP,REP,REP,REP
209040,021-004,021-004,DEM,DEM,DEM,DEM,DEM
209041,001-002,001-002,DEM,DEM,DEM,DEM,DEM
209042,002-005,002-005,REP,REP,REP,REP,REP
209043,018-001,018-001,REP,REP,REP,REP,REP
209048,002-003,002-003,DEM,DEM,DEM,DEM,DEM
209049,002-003,002-003,DEM,DEM,DEM,DEM,DEM
209050,007-004,007-004,REP,REP,REP,REP,undervote
209053,016-001,016-001,DEM,DEM,DEM,DEM,DEM
209055,002-005,002-005,DEM,DEM,DEM,DEM,DEM
209056,018-001,018-001,DEM,DEM,DEM,DEM,DEM
209058,020-001,020-001,REP,REP,REP,REP,REP
209059,009-009,009-009,DEM,DEM,DEM,DEM,DEM
209061,021-004,021-004,DEM,DEM,DEM,DEM,DEM
209064,002-013,002-013,DEM,DEM,DEM,DEM,undervote
209065,013-003,013-003,DEM,DEM,DEM,DEM,DEM
209068,010-002,010-002,REP,REP,REP,REP,REP
209070,021-007,021-007,DEM,DEM,DEM,DEM,DEM
209075,024-005,024-005,REP,undervote,undervote,undervote,REP
209076,007-003,007-003,DEM,REP,DEM,DEM,DEM
209077,005-001,005-001,REP,REP,REP,REP,undervote
209078,007-002,007-002,DEM,DEM,DEM,DEM,DEM
209079,002-015,002-015,DEM,DEM,DEM,DEM,DEM
209081,018-001,018-001,DEM,DEM,DEM,DEM,DEM
209082,009-009,009-009,DEM,DEM,DEM,DEM,DEM
209083,016-001,016-001,REP,REP,REP,REP,REP
209085,002-007,002-007,DEM,DEM,DEM,DEM,DEM
209086,002-010,002-010,LIB,REP,REP,REP,REP
209087,025-001,025-001,DEM,DEM,DEM,DEM,DEM
209090,023-005,023-005,DEM,DEM,DEM,DEM,DEM
209092,023-005,023-005,DEM,REP,DEM,REP,DEM
209093,013-001,013-001,REP,REP,REP,REP,REP
209096,003-002,003-002,DEM,DEM,DEM,DEM,DEM
209098,001-003,001-003,DEM,REP,DEM,DEM,DEM
209099,003-003,003-003,DEM,DEM,DEM,DEM,DEM
209102,009-007,009-007,DEM,DEM,DEM,DEM,DEM
209104,008-001,008-001,DEM,DEM,DEM,DEM,DEM
209105,009-008,009-008,DEM,DEM,DEM,DEM,DEM
209106,002-006,002-006,DEM,DEM,DEM,DEM,DEM
209108,002-005,002-005,DEM,DEM,DEM,DEM,DEM
209112,007-003,007-003,DEM,DEM,DEM,DEM,DEM
209113,023-005,023-005,DEM,DEM,DEM,DEM,DEM
209114,002-004,002-004,REP,REP,REP,REP,REP
209115,002-010,002-010,REP,REP,REP,REP,REP
209116,005-001,005-001,REP,REP,REP,REP,REP
209117,002-007,002-007,DEM,DEM,DEM,DEM,DEM
209118,023-001,023-001,DEM,REP,REP,REP,DEM
209124,021-002,021-002,DEM,DEM,DEM,DEM,DEM
209127,009-002,009-002,DEM,DEM,DEM,DEM,DEM
209128,018-002,018-002,GRE,DEM,DEM,DEM,DEM
209129,002-006,002-006,REP,REP,REP,REP,REP
209130,022-001,022-001,DEM,DEM,DEM,DEM,DEM
209132,023-005,023-005,REP,REP,REP,REP,REP
209133,002-017,002-017,DEM,DEM,DEM,DEM,DEM
209134,021-003,021-003,DEM,DEM,DEM,DEM,DEM
209136,002-010,002-010,DEM,DEM,DEM,DEM,DEM
209138,007-004,007-004,DEM,DEM,DEM,DEM,DEM
209140,009-004,009-004,DEM,DEM,DEM,DEM,DEM
209141,015-001,015-001,REP,REP,REP,REP,REP
209143,018-003,018-003,DEM,DEM,DEM,DEM,DEM
209145,002-006,002-006,REP,REP,REP,REP,REP
209146,002-005,002-005,DEM,DEM,DEM,DEM,DEM
209147,009-009,009-009,REP,REP,REP,REP,REP
209149,021-001,021-001,DEM,DEM,DEM,DEM,DEM
209151,009-002,009-002,DEM,DEM,DEM,DEM,DEM
209153,008-001,008-001,REP,REP,REP,REP,REP
